77.177.29.229 6805 77.176.0.0/12 AS6805 DE
77.161.16.10 1136 77.160.0.0/13 AS1136 NL
77.105.147.237 210644 77.105.146.0/23 AS210644 GB
77.105.132.132 216300 77.105.132.0/24 AS216300 GE
77.0.126.98 6805 77.0.0.0/12 AS6805 DE
76.21.71.241 7922 76.16.0.0/12 AS7922 US
75.83.101.54 20001 75.82.0.0/15 AS20001 US
75.191.8.119 11426 75.190.0.0/15 AS11426 US
75.167.97.90 209 75.167.0.0/16 AS209 US
75.167.208.135 209 75.167.0.0/16 AS209 US
75.167.185.57 209 75.167.0.0/16 AS209 US
75.167.160.136 209 75.167.0.0/16 AS209 US
75.119.146.124 51167 75.119.128.0/19 AS51167 DE
